id,year,month,official_id,title,company,director,result,province,type,summary,source,,
2020-11-84,2020,11,影剧备字〔2021〕第649号,村野少年团,"贵州大道天娱影业有限公司
上海奇禧电影制作有限公司",马璇,同意拍摄,贵州省,故事影片,落寞的音乐人徐磊来到正安县组建一支县学生摇滚乐队，并通过不懈努力最终让孩子们唱响自己的励志故事，徐磊在这个过程中与孩子们建立了深厚友谊、心灵最终得到洗涤。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-85,2020,11,影剧备字〔2021〕第638号,少年马飞奇幻之旅,"贵州龙仁影视文化产业有限公司
北京创琇得洺影视文化传传媒有限公司",曾小莉,同意拍摄,贵州省,故事影片,该剧讲述了现实世界中留守少年马飞，12岁生日这天意外收到邮差大叔送来一本没有封面的漫画书，也因这个“意外”掉进漫画世界中，与漫画主人公马非记忆转换历经许多磨难之后，最终学会爱与成长的故事。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-86,2020,11,影剧备字〔2021〕第575号,锦衣卫之琉璃府,"中乾影业股份有限公司
北京天朝盛世影视传媒有限公司",张一楠,同意拍摄,贵州省,故事影片,锦衣卫千户风云卦奉命去琉璃府办案，死者竟然是十五年前害死他父母的凶手，双案并查，他发誓要揪出隐藏在背后的真正幕后主使，这时他遇到失散多年的弟弟，兄弟同心报得大仇。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-87,2020,11,影剧备字〔2021〕第675号,火星战士,"海口奥德曼影视文化传播有限公司
北京中视盛美文化传媒有限公司",王婉颐,同意拍摄,海南省,故事影片,火星人弘天宇天赋异秉，父母把他送到了超能学校。在这里，弘天宇见识了许多奇能异士。变异人冷绝尘却用超能力控制人，引起骚乱。弘天宇在与变异人多次的博弈厮杀中获得了瞬间移动的超能力，最终战胜了冷绝尘邪恶势力,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-88,2020,11,影剧备字〔2021〕第648号,泰拳之怒火攻心,海口美兰游骑兵文化工作室,杨超,同意拍摄,海南省,故事影片,男主遭人陷害入狱，出狱后从原本的万众喝彩潦倒到街头谋生，却依旧不改初心，怀有一副赤子热肠，面对恶势力对弱势群体的欺压，奋而起身迎战，在女主的帮助下，重新走回拳坛之路，挫败恶势力的阴谋。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-89,2020,11,影剧备字〔2021〕第697号,独眼警探,海南大好时代影视文化传媒有限公司,杨月军,同意拍摄,海南省,故事影片,在与歹徒的枪战中林海强身中两枪，保住了生命，但几乎失明，他面临人生选择。警方围捕犯罪嫌疑人，主犯阿豪逃脱，并放出狠话，一定要与林海强一决高低。林海强继续调查阿豪行踪，经过斗智斗勇，终于将阿豪制服。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-90,2020,11,影剧备字〔2021〕第652号,永远不能忘,"海南乐民影视文化发展有限公司
中国少年儿童文化艺术基金会",杨波,同意拍摄,海南省,故事影片,椰海天涯村，是抗日战争时期享誉海南的抗日村。抗日“雷剧”的剧组慕名来到椰海天涯村拍摄取景，由于剧情严重背离历史，身为抗日老战士的村民张大爷想方设法阻止剧组的拍摄工作，惹出了不少麻烦与趣事。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-91,2020,11,影剧备字〔2021〕第619号,魔法教练,海南乐众四海影业有限公司,谭淑英,同意拍摄,海南省,故事影片,足球教练贾成功因车祸离开赛场，开始自暴自弃。经历人生变故后，贾成功通过努力，再次当上教练。重新振作后选择牺牲“小我”来成就“大我”，决定将自己未来的全部精力，全身心地投入到偏远山区的青少年足球事业中。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-92,2020,11,影剧备字〔2021〕第552号,成长计划,定州市天泰文化传媒有限责任公司,史晨阳,同意拍摄,河北省,故事影片,在一场名为“成长计划”的野外生存夏令营中，主教官周宇和心理教官蒋诗怡与参加夏令营的学员们，在训练与克服困难的道路上并肩协作，共同度过了难忘的夏天。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-93,2020,11,影剧备字〔2021〕第623号,核桃熟了,"河北红杉影视文化传媒有限公司
上海吕德亮影视文化工作室
润木影视文化传媒有限公司","童琪
吕德亮",同意拍摄,河北省,故事影片,本片通过讲述来自红杉县的大学生张辉的成长经历和老一辈党员的精神，表明老、中、青三代人对共产党的崇敬与热爱。本片也试图揭露当代青年身上普遍存在的迷茫、虚荣等特点。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-94,2020,11,影剧备字〔2021〕第682号,一碗刀削面,河北红杉影视文化传媒有限公司,"童琪
吕德亮",同意拍摄,河北省,故事影片,影片塑造了三名身份、年龄、阶层完全不同的角色——。他们拥有完全不同的人生轨迹，在各自的世界奋斗着。他们有“唯二”的共同点：老家都是山西省侯马市，都爱吃山西刀削面。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-95,2020,11,影剧备字〔2021〕第528号,蛇杀,河北火星文化传媒有限公司,高佳,同意拍摄,河北省,故事影片,本片描写了平凡朴实的耍蛇姑娘采青携搭档小豆子在乱世中幸运地嫁给了爱情，却随后意外陷入夫家的种种纠葛中。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-96,2020,11,影剧备字〔2021〕第650号,宅门女人之紫金釉,"河北捷翔影视文化传媒有限公司
北京帝影影业有限公司",李涛亮,同意拍摄,河北省,故事影片,1916年民国时期，河北宋家大宅门世代以生产定瓷名扬天下，有一宋朝年间留传下来的金釉花卉镂空雕碗，日本商人黑川用尽方法想占为己有，宋家上下放下宅门恩怨，捍卫国宝的故事。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-97,2020,11,影剧备字〔2021〕第681号,红绫罗,河北巨泰影视传媒有限公司,刘春彦,同意拍摄,河北省,故事影片,商会多年寻找的那位匿名捐款者是高梅。高梅酒厂因故拖欠薛铁印巨款，薛铁印因儿子走失无心调解此事。高梅被迫拍卖企业还债，以捡破烂为生，仍在做公益。高梅领养四个流浪儿，最后捡到的孩子是戴红绫罗的薛铁印之子。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-98,2020,11,影剧备字〔2021〕第542号,假如离开我,河北文化音像出版社有限公司,"刘淳
钟子凡",同意拍摄,河北省,故事影片,女记者门月清误闯天津卫烛市，阴差阳错结识了私家侦探郗望，两人一同被卷入了一起离奇连环杀人案中。凶手留下的线索、烛市的奇人、满怀热血的青年都成了破案的关键。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-99,2020,11,影剧备字〔2021〕第651号,520·小满,河北易辉文化传播有限公司,郭彤,同意拍摄,河北省,故事影片,这是普通人的故事，顾雅琴，带着2岁女儿开出租的夜班司机。陈奔，独腿的快递小哥，有着简单却无法企及的梦想，保安队长何平看似风光的身后，掩盖着难以启齿的不易。这里有悲伤，有欢笑，更多的是温暖和人情味。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-100,2020,11,影剧备字〔2021〕第527号,追宝记忆,"河南奥奇文化传播有限公司
三六（北京）影视传媒有限公司",李海江,同意拍摄,河南省,故事影片,1938年5月，日本人攻占中原后，盗取了张良祠里的国宝“张良印”为日本天皇生日献礼。由国军、八路军、民间艺人联合追击鬼子押送宝物的小分队，历经千难万险，终于夺回了国宝，物归原主。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-101,2020,11,影剧备字〔2021〕第636号,黄河塬,河南贰次方文化传播有限公司,杨军茂,同意拍摄,河南省,故事影片,电影主要讲述了县文化局长刘召棠，立足黄河塬上，在文化事业建设和发展中所做的感人故事。反映了一个基层文化人不忘初心，牢记使命的担当和追求。该剧还从刘召棠的事业、生活和家庭方面，体现了他曲折的人生。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-102,2020,11,影剧备字〔2021〕第705号,不散的宴席,河南怀影传媒有限公司,黄小广,同意拍摄,河南省,故事影片,故事讲述不同身份的青年一代与老年一代的普通生活。因为各自内心情感问题而感到失落、无助和委屈。面临情亲、友情、爱情和婚姻的危机，他们相互扶持，鼓励，共同面对考验，走向属于他们的幸福。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-103,2020,11,影剧备字〔2021〕第546号,新打金枝（豫剧）,河南票满仓影业有限公司,原雅轩,同意拍摄,河南省,故事影片,唐汾阳王郭子仪七秩寿庆，幼子郭暖因其妻升平公主自恃高贵不去拜寿，打了公主。公主向父皇母后哭诉，唐皇伴怒要斩郭暧，公主本爱其夫，反求唐皇宽恕，后郭子仪绑子请罪，唐皇将郭暖带至后宫相劝，促使小夫妻和好。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-104,2020,11,影剧备字〔2021〕第582号,迷途知返,河南省元诗歌文化传媒有限公司,徐方方,同意拍摄,河南省,故事影片,本剧讲述了搅拌车司机张新志因遭遇了网络诈骗而误入歧途，后来遇见因要账而“误杀”了包工头的“杀人犯”王建军，两个人成为逃亡路上的伙伴，并且完成了相互救赎的故事。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-105,2020,11,影剧备字〔2021〕第570号,分手才懂这是爱,"禹州中美电影制片厂有限公司
河南开心一笑文化传播有限公司
许昌美啦电影制片厂有限公司",王魏冬至,同意拍摄,河南省,故事影片,画家夏寒和婉婷因艺术结缘，为实现做现代派艺术家的梦想，他们放弃都市里富有的生活，来到郊外自我封闭苦心创作，甜美的爱情和共同的精神追求却在拮据的物质面前被打败，在经历了恩爱情仇之后终于找回了初心。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-106,2020,11,影剧备字〔2021〕第635号,白蛇传（豫剧）,郑州市赢冠文化传媒有限公司,王宋,同意拍摄,河南省,故事影片,蛇妖白素贞和凡人许仙相互爱慕而成婚，和尚法海屡屡阻挠。白素贞勇于追求爱情自由，不惜水漫金山寺。法海趁白素贞诞子体弱之际，将其镇压在雷峰塔下。后其子许仕林祭塔救出白素贞，与许仙阖家团圆。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-107,2020,11,影剧备字〔2021〕第591号,马腾你别走,麦特影业（湖北）有限公司,邵岩,同意拍摄,湖北省,故事影片,一事无成的马腾，家庭分崩离析。为躲追债，马腾偶然闯入瘫痪老人林庆祥的家，机缘巧合成为护工。啼笑皆非的相处中，老人不为人知的过往，马腾艰涩困苦的人生，彼此照亮。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-108,2020,11,影剧备字〔2021〕第558号,乡医李晓正,"洪江市鑫乐影视传媒有限公司
杭州鑫乐影视传媒有限公司","李峰
张翔",同意拍摄,湖南省,故事影片,本片讲述乡医李晓正面临退休，农村诊所却后继无人，而解决乡亲们日后看病难的问题，李晓正开始煞费苦心寻找继任者的故事。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-109,2020,11,影剧备字〔2021〕第536号,跋涉光明,文源影视有限公司,彭景泉,修改后同意拍摄,湖南省,故事影片,因公致盲的法官郑云超在妻子的悉心照料和友人的鼓励下，克服重重困难，励志进取，成长为著名盲人作家的故事。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-110,2020,11,影剧备字〔2021〕第667号,掰头,中联影视文化传媒股份有限公司长沙分公司,刘迪洋,同意拍摄,湖南省,故事影片,富太太苗红，家庭突遭变故，被迫卖房还债，独自带着女儿李佳佳远走他乡。现实重压与女儿的叛逆袭来，一纸乳腺癌诊断书更是将苗红打入谷底。仅剩一年生命的她，为了让女儿学会独立生存，开始打响了母女间的战役。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-111,2020,11,影剧备字〔2021〕第660号,大戏台河,长春普利思路文化产业投资有限公司,马黎明,同意拍摄,吉林省,故事影片,通过几个年轻人对偶然发现的疑案调查过程，揭示了三代京剧人生死血泪和爱恨情仇的故事。也通过这一过程表现出的一代代京剧工作者的工作生活，诠释了在改革开放的时代变迁中，对传统艺术依然坚持的人们的不懈努力。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-112,2020,11,影剧备字〔2021〕第600号,富贵猫,江苏德基文化艺术有限公司,杨劲松,同意拍摄,江苏省,故事影片,艾琳娜是卢力仕家的一只富贵猫，娇生惯养，飞扬跋扈。卢力仕变故，肖恩觊觎财产许久，将艾琳娜赶出豪门，富贵猫变成流浪猫，受尽苦难，但富贵猫与主人情感无法割舍，决定绝地反击，打败了贪婪的肖恩，正义战胜邪恶。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-113,2020,11,影剧备字〔2021〕第556号,神机疑影,江苏全线影视文化有限公司,"印星林
竟春艳",同意拍摄,江苏省,故事影片,莫怀古和各地能工巧匠一起研制新型火炮，不料他们陆续惨死，莫怀古抽丝剥茧找到杀人凶手，不料背后却藏有一个更大的秘密。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-114,2020,11,影剧备字〔2021〕第562号,宝莲灯前传之真武女神,江苏全线影视文化有限公司,"李哲睿
竟春艳",同意拍摄,江苏省,故事影片,刘彦昌在庙中求签，和真武女神杨婵结缘。两人从相识到相爱相知，经历了一场轰轰烈烈的爱情。杨婵为了渡劫，需要点亮宝莲灯。点亮宝莲灯后，她却在个人幸福与苍生命运之间选择后者，使用宝莲灯解决了人世间的危难。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-115,2020,11,影剧备字〔2021〕第559号,八角笼中,无锡宝唐影业有限公司,周运海,同意拍摄,江苏省,故事影片,一个有着崇高荣誉感和武术梦想的退伍军人历经艰难收留贫困地区的孩子练习格斗，通过这项运动改变了他们的命运。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-116,2020,11,影剧备字〔2021〕第563号,故乡的二爷爷,小青鸟文化科技（苏州）有限公司,娄镇东,同意拍摄,江苏省,故事影片,六十多岁的孔念祥带着孙子回到祖屋祭奠去世的母亲并回忆起儿时突然消失的弟弟孔天赐，他偶然在母亲的日记中发现原来弟弟是被一对夫妻收养了，知道原因的他开始苦苦寻找自己的弟弟......,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-117,2020,11,影剧备字〔2021〕第632号,白娃的夏天,煦世电影（苏州）有限公司,欧阳雯,同意拍摄,江苏省,故事影片,村中唯一一所麻雀校要被撤并了！三个童年的好友为了各自的理由而决定保住学校，他们在地底下发现一块“嘉庆皇帝御赐”的状元匾！他们决定扛着匾去市里鉴宝，以此来证明学校是历史名校。。。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-118,2020,11,影剧备字〔2021〕第609号,盼暖春来,大连红薄荷文化传媒有限公司,齐帅,同意拍摄,辽宁省,故事影片,父亲的工厂发生意外，女儿李梦南与母亲被迫离开南方故土，投靠北方的小姨一家，南北方的文化差异让梦南感到不适，于是梦南计划着通过自己的方式逃离北方，但最终发现真正的温暖就在身边。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-119,2020,11,影剧备字〔2021〕第583号,不动声色,大连天虹影视文化服务有限公司,"张弘毅
丛永玮",同意拍摄,辽宁省,故事影片,“99.1.20抢夺哨兵枪支重案”悬而未破，警察周国兴背负沉重压力。八年后，国兴发现此案嫌犯竟生活在自己身边。嫌犯不动声色实施犯罪，隐藏自己。周国兴不动声色收集证据，并制定周密计划，将犯罪团伙成功打掉,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-120,2020,11,影剧备字〔2021〕第584号,至暗的角落,大连天虹影视文化服务有限公司,丛永玮,同意拍摄,辽宁省,故事影片,连续两起凶杀案，杀人手段都与电影剧本描述情节相似。嫌疑指向编剧屈喆，可屈喆并没有作案时间。刑警专家周国兴从线索中剥茧抽丝锁定真凶。在真凶欲自杀时，全力挽救其生命，让罪犯得到正义的审判。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-121,2020,11,影剧备字〔2021〕第622号,岛城大叔,"青岛地球人影视文化传媒有限公司
青岛宇宙人影视文化传播有限公司","王玉臣
申丽
王婧",同意拍摄,山东省,故事影片,"	孤儿出身吃百家饭长大的人来丰饺子馆老板共产党员张传喜，省吃俭用背着家人和员工常以岛城大叔的名义向社会捐款做好事不留名，在不断被误解的情况下坚持几十年不动摇。最后，全家都跟他走上了做公益的道路。",http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-122,2020,11,影剧备字〔2021〕第676号,一家之主的秘密,"青岛风语松影视文化传媒有限公司
北京铭懿骞传媒文化有限公司
石家庄福衡企业管理服务有限公司
青岛五十号大院文化传媒有限公司",王晶,同意拍摄,山东省,故事影片,"	陈亮在家庭负担之下，仍善良地帮助初恋女友脱离生活困境，为避免生风波他瞒着老婆。妻女/初恋女友的一场设计将一家之主的秘密大白于天下，也让每个人自我反省，坦诚和信任才是建立良好人际关系的基础。",http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-123,2020,11,影剧备字〔2021〕第620号,左邻右舍,青岛黄海影视股份有限公司,汪宇,同意拍摄,山东省,故事影片,本片讲述了十岁小女孩程果与姥姥姥爷在生活中碰到的邻里故事，以孩子的视角解读生活和社会，用最单纯和本真的情感化解冷漠与不快，返璞归真，找到邻里曾经包容、和谐的生活百态。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-124,2020,11,影剧备字〔2021〕第621号,一台好戏,日照光影国际电影有限公司,"韩文乐
秦一书",同意拍摄,山东省,故事影片,5G信息时代，北山村庄户剧团生存艰难，胡团长带领老搭档们经历商演失败、村委呵斥、企业戏耍、广场抢戏、绝唱散伙之后，仍然心中戏火不灭。坚持公益演出，最终剧团曲目列入县非遗名录得到保护传承。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-125,2020,11,影剧备字〔2021〕第677号,山东往事之信比金坚,山东超颜色文化传播有限公司,王超,同意拍摄,山东省,故事影片,80年代，山东偏远山区的一个小村庄，这里是马国名的家乡，是他去世前心心念念的地方。他的战友李志国放弃了镇上的升迁机会，主动申请来到这个小村庄担任村支书，希望这里旧貌换新颜。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-126,2020,11,影剧备字〔2021〕第696号,廉相晏子,"山东九州天下文化传媒有限公司
青岛千一影业有限公司
高密市禹封古酿酒业有限公司","王竞宸
岳德成",同意拍摄,山东省,故事影片,齐国宰相晏子忠义、廉洁闻名于世。国君庄公被崔杼杀后，晏子不仕在家，却仍一心惦念国家未来。景公时期，晏子为国复出，助景公铲除奸佞，又以和而不同思想联合诸国，廉洁为官、一心为国终将齐国带入强国之列。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-127,2020,11,影剧备字〔2021〕第678号,小镇英雄,山东威漫影业有限公司,安建斌,同意拍摄,山东省,故事影片,宁静的边境小镇平安镇被一个准备从小镇越境逃跑的毒枭打破平静，小镇派出所所长老冷带领全体派出所警员积极备战，以防万一，随着毒枭司兰诺的临近，一张正与邪力量悬殊的战斗拉开序幕,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-128,2020,11,影剧备字〔2021〕第679号,迷失的真相,山东威漫影业有限公司,时楠,同意拍摄,山东省,故事影片,一起连环杀人案，让刑警队长宋子言将案件牵回一年前自己亲妹妹的自杀案，案发现场每一个受害人死的都带有一种仪式感，宋子言找到杀人凶手，可此时的犯罪者却绑架了一个女童逃之夭夭，最终，宋子言将犯案者绳之以法。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-129,2020,11,影剧备字〔2021〕第680号,迷失的子弹,淄博木易影视传媒有限公司,张伟国,同意拍摄,山东省,故事影片,新型的运毒和交易模式在某市兴起，缉毒警察毕知非在破案途中，遇到重重困难，师傅高崇明也在一次抓捕毒贩的陷阱中受伤，过失杀人在逃的于小平被母亲和女友感化，悬崖勒马，与毕知非里应外合，将毒枭绳之于法的故事。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-130,2020,11,影剧备字〔2021〕第588号,侯马有个手艺小镇,山西珈西娱乐影业有限公司,郭潇涵,同意拍摄,山西省,故事影片,本片讲述了侯马手艺小镇里传统文化手艺人和传统文化手艺的故事。展示了传统文化的艺术魅力，以及手艺人精益求精的工匠精神，表达了当地人对传统文化艺术深刻的情感。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-131,2020,11,影剧备字〔2021〕第589号,人生就是人生,山西珈西娱乐影业有限公司,李秀琳,同意拍摄,山西省,故事影片,本片讲述了格斗手姜培和演员苏达之间的故事，影片中展现了俩人生活中工作上的的压力，同时也展现了两人面对压力积极调整心态，努力克服困难不屈不挠的决心，展现了现代年轻人勇于奋斗，迎难而上的精神。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-132,2020,11,影剧备字〔2021〕第590号,被掩盖的记忆,山西珈西娱乐影业有限公司,刘成,同意拍摄,山西省,故事影片,本片讲述了意外失忆的集团大小姐高洋醒来后只记得自己的未婚夫，父亲也因为心脏病去世，在挖掘自己的记忆的同时，也渐渐的发现整个事件透露着诡异，在不断地调查之下终得知真相，最后过上正常生活的故事。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-133,2020,11,影剧备字〔2021〕第587号,天真的预言,山西天域文化传播有限公司,吴军,同意拍摄,山西省,故事影片,影片讲述了养老院的三个孤寡老头考虑到自己即将走到生命的尽头，于是瞒着所有人出外旅行实现临终遗愿的故事。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-134,2020,11,影剧备字〔2021〕第585号,那片山乡好宁静,"山西唯曼文化发展有限公司
山西时代通和传媒咨询有限公司",苏胜勇,同意拍摄,山西省,故事影片,"乡宁县企业家决定重振乡宁紫砂产业，侄子王安得知这个消息后，决定放弃上海稳定的工作，从参加紫砂培训班开始，王安遇到了叶红,围绕着一把紫砂壶以及背后的文化传承与突破创新，两人在不断碰撞中越走越近。",http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-135,2020,11,影剧备字〔2021〕第586号,一根拐棍,中阳县综艺影视文化传媒中心,张金厚,同意拍摄,山西省,故事影片,儿子孙子相继去世，媳妇后嫁，爷爷生元大病致瘫，老中医用离奇医术治愈爷爷，爷爷视神秘的拐棍如生命，原来这根拐棍是患疯癫病的儿子精心制作。演绎出失踪砍树，打蛇取皮，临终献棍等精彩故事，疯癫中蕴含纯美人性。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-136,2020,11,影剧备字〔2021〕第686号,柿乡秘方,陕西北枫文化传媒有限公司,高峰,同意拍摄,陕西省,故事影片,大学生林藻和丈夫梁景东经营的家乡特产的礼品生意不顺而回乡，无意间成为家乡柿饼产业的经营者，受到母亲当年“红糖炒柿饼”秘方食品的精神的感召，而打造家乡柿饼产业，拯救自己的事业和爱情，弥合了家乡亲情。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-137,2020,11,影剧备字〔2021〕第576号,乌龙大侠,陕西好故事影视文化传媒有限公司,马东淼,同意拍摄,陕西省,故事影片,明朝青峰县，恶人周武被女侠华英教训导致失忆，众人哄骗周武成为大侠。周武便以大侠自居，铲除了恶匪下山虎。然而一次意外让周武恢复记忆，同时更大的危险向周武袭来。周武最终选择正义，成为真正的大侠,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-138,2020,11,影剧备字〔2021〕第642号,秋杀,陕西乐七影视文化传媒有限公司,程天德,同意拍摄,陕西省,故事影片,1933年秋天，照金红色革命根据地薛家寨被攻破，三名烈士的遗孤流落在照金镇，为了将三名烈士后代送出敌战区，地下党员樊喜会同三名江湖义士，同国民党反动势力斗智斗勇，最终喋血香山寺的故事。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-139,2020,11,影剧备字〔2021〕第683号,美丽的妈妈,陕西露丹文化传播有限公司,胡婷婷,同意拍摄,陕西省,故事影片,本故事讲的是远在他乡黾勉从事的张可欣突然收到一封神秘邮件，回乡后发现所知与现实截然相反，决心留在家乡照顾母亲带领村民开荒种茶并照应孤儿的故事。不仅宣扬女性母爱天性之伟大，并为脱贫一线的勇者送上赞歌。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-140,2020,11,影剧备字〔2021〕第581号,枫桥花芳漆水河,陕西秦贞缘文化传媒有限公司,郭平安,同意拍摄,陕西省,故事影片,吕为民刚抓捕四名黑恶分子，分局党委决定在他所建立和为贵调解室，学习枫桥经验。杨贞勤把马春华踢伤，吕为民耐心调解，把两家作为精准扶贫户，帮助脱贫。扶助两家合办养猪场，两家和好如初。调解经验在全市推广。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-141,2020,11,影剧备字〔2021〕第685号,大河之恋,陕西桃花铺影视文化传播有限公司,芦苇,同意拍摄,陕西省,故事影片,少女青青来到大河边小镇的何茂春家寄居，与长他三岁的茂春、邻居黎峰一起在小镇读书，两位少年都暗地喜欢着她，三人一起度过了难忘的少年时光，讲述了三个少年一段纯真浪漫的情感和不同的命运与人生。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-142,2020,11,影剧备字〔2021〕第702号,喊魂,陕西一路阳光文化传播有限公司,魏杨青,同意拍摄,陕西省,故事影片,为了给爹治病，马多余抢钱，过失致八墩死亡。钱没送到医院，爹却已经“走”了。内心煎熬的马多余，以八墩的身份和老年痴呆的八墩爹成为真正的“父子俩”。八墩爹去世后，马多余自首，从而完成了一场灵魂的救赎,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-143,2020,11,影剧备字〔2021〕第704号,上圪梁梁下坡坡,陕西壹夫文化传媒有限公司,武亚军,同意拍摄,陕西省,故事影片,该片以廖一科在刘家河的成长历程作为贯穿线索，同时塑造了一连串血肉丰满的、有趣的农民人物群象，以及他们之间出现的亲情、友情、爱情的乡村故事，展现了他们在“精准扶贫”的历史事件中的精彩人生。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-144,2020,11,影剧备字〔2021〕第687号,我爱北京天安门,"西安灞河影业有限公司
陕西金丰华鼎文化传媒有限公司",苑辉,同意拍摄,陕西省,故事影片,北京天安门广场环卫工人曹建国二十多年来一直坚持看升旗仪式，并长期资助边疆贫困地区的孩子。他在与女儿曹玉燕激烈争吵后因车祸逝世，这时她才理解了父亲长期的坚守。最终，她选择去完成父亲的遗愿。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
2020-11-145,2020,11,影剧备字〔2021〕第700号,绿皮车奏鸣曲,西安曲江光中影视制作股份有限公司,赵辉,同意拍摄,陕西省,故事影片,秦岭深处，在一趟通行六十余年的绿皮列车上，乘务员徐云发现了一名被遗弃的小女孩，后起名秦嘉。收养秦嘉给徐云的生活带来了巨大的冲击，然而也是因为秦嘉，曾经的伤痕逐渐弥合，更带来了幸福与美好。,http://www.chinafilm.gov.cn/chinafilm/contents/167/2826.shtml,,
